,Video File,start,end,size
202,2016-02-02_0230_US_KCET_Newsline.mp4,513530.0,513880.0,115600.0
203,2016-02-02_0230_US_KCET_Newsline.mp4,594960.0,595200.0,182534.0
204,2016-02-02_0230_US_KCET_Newsline.mp4,641580.0,641880.0,225723.0
205,2016-02-02_0230_US_KCET_Newsline.mp4,719750.0,720010.0,87200.0
206,2016-02-02_0230_US_KCET_Newsline.mp4,856500.0,856790.0,155784.0
207,2016-02-02_0230_US_KCET_Newsline.mp4,963429.0,963679.0,46422.0
208,2016-02-02_0230_US_KCET_Newsline.mp4,1261810.0,1262110.0,101968.0
209,2016-02-02_0230_US_KCET_Newsline.mp4,1282730.0,1282940.0,114460.0
210,2016-02-02_0230_US_KCET_Newsline.mp4,1317930.0,1318140.0,147515.0
211,2016-02-02_0230_US_KCET_Newsline.mp4,169280.0,169740.0,186250.0
212,2016-02-02_0230_US_KCET_Newsline.mp4,1519570.0,1519770.0,119768.0
213,2016-02-02_0230_US_KCET_Newsline.mp4,420030.0,420260.0,95270.0
214,2016-02-02_0230_US_KCET_Newsline.mp4,1166779.0,1167319.0,174631.0
215,2016-02-02_0230_US_KCET_Newsline.mp4,1189560.0,1190149.0,110574.0
216,2016-02-02_0230_US_KCET_Newsline.mp4,1057330.0,1057530.0,97883.0
217,2016-02-02_0230_US_KCET_Newsline.mp4,1088639.0,1089069.0,148741.0
218,2016-02-02_0230_US_KCET_Newsline.mp4,427049.0,427189.0,49673.0
219,2016-02-02_0230_US_KCET_Newsline.mp4,768790.0,769219.0,319931.0
220,2016-02-02_0230_US_KCET_Newsline.mp4,1006799.0,1007199.0,42791.0
221,2016-02-02_0230_US_KCET_Newsline.mp4,1036270.0,1036609.0,416736.0
222,2016-02-02_0230_US_KCET_Newsline.mp4,1478770.0,1479070.0,458379.0
223,2016-02-02_0230_US_KCET_Newsline.mp4,507330.0,507750.0,67141.0
224,2016-02-02_0230_US_KCET_Newsline.mp4,962040.0,962560.0,186253.0
225,2016-02-02_0230_US_KCET_Newsline.mp4,970090.0,970550.0,106503.0
226,2016-02-02_0230_US_KCET_Newsline.mp4,985949.0,986429.0,165045.0
227,2016-02-02_0230_US_KCET_Newsline.mp4,1207370.0,1207679.0,223301.0
228,2016-02-02_0230_US_KCET_Newsline.mp4,1455149.0,1455449.0,696299.0
229,2016-02-02_0230_US_KCET_Newsline.mp4,366220.0,366580.0,714105.0
230,2016-02-02_0230_US_KCET_Newsline.mp4,655690.0,656070.0,183378.0
231,2016-02-02_0230_US_KCET_Newsline.mp4,587770.0,588000.0,306484.0
232,2016-02-02_0230_US_KCET_Newsline.mp4,1023030.0,1023610.0,249017.0
233,2016-02-02_0230_US_KCET_Newsline.mp4,1152330.0,1152610.0,223399.0
234,2016-02-02_0230_US_KCET_Newsline.mp4,158370.0,158670.0,214220.0
235,2016-02-02_0230_US_KCET_Newsline.mp4,122580.0,122840.0,141294.0
236,2016-02-02_0230_US_KCET_Newsline.mp4,146870.0,147570.0,149769.0
237,2016-02-02_0230_US_KCET_Newsline.mp4,273190.0,273350.0,35494.0
238,2016-02-02_0230_US_KCET_Newsline.mp4,287869.0,288199.0,347995.0
239,2016-02-02_0230_US_KCET_Newsline.mp4,589719.0,589959.0,93917.0
240,2016-02-02_0230_US_KCET_Newsline.mp4,1526500.0,1526800.0,207091.0
241,2016-02-02_0230_US_KCET_Newsline.mp4,604819.0,605160.0,201355.0
242,2016-02-02_0230_US_KCET_Newsline.mp4,610999.0,611119.0,148028.0
243,2016-02-02_0230_US_KCET_Newsline.mp4,626190.0,626770.0,213361.0
244,2016-02-02_0230_US_KCET_Newsline.mp4,658400.0,658699.0,289639.0
245,2016-02-02_0230_US_KCET_Newsline.mp4,699650.0,700020.0,266315.0
246,2016-02-02_0230_US_KCET_Newsline.mp4,776690.0,777010.0,1069530.0
247,2016-02-02_0230_US_KCET_Newsline.mp4,1008740.0,1009340.0,91662.0
248,2016-02-02_0230_US_KCET_Newsline.mp4,1041630.0,1041940.0,748862.0
249,2016-02-02_0230_US_KCET_Newsline.mp4,1017300.0,1017620.0,88087.0
250,2016-02-02_0230_US_KCET_Newsline.mp4,1112559.0,1112739.0,90534.0
251,2016-02-02_0230_US_KCET_Newsline.mp4,1156670.0,1156910.0,544307.0
252,2016-02-02_0230_US_KCET_Newsline.mp4,1051810.0,1052040.0,721578.0
253,2016-02-02_0230_US_KCET_Newsline.mp4,1112929.0,1113399.0,110453.0
254,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,63580.0,63879.0,190849.0
255,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,75100.0,75309.0,201938.0
256,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,425370.0,425830.0,120948.0
257,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1316250.0,1316430.0,174544.0
258,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,91150.0,91500.0,653407.0
259,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,95140.0,95460.0,237035.0
260,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,276000.0,276200.0,744733.0
261,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,319740.0,320180.0,83420.0
262,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,587750.0,587920.0,43464.0
263,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,991800.0,991990.0,310772.0
264,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1003719.0,1003919.0,110093.0
265,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1568530.0,1568740.0,595437.0
266,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1619240.0,1619660.0,234890.0
267,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1673910.0,1674230.0,575299.0
268,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1683410.0,1683630.0,66181.0
269,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,942620.0,943070.0,204446.0
270,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1040859.0,1041139.0,343569.0
271,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1681570.0,1681750.0,706341.0
272,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,238770.0,239210.0,207421.0
273,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,283370.0,283660.0,484821.0
274,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,966910.0,967439.0,78395.0
275,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1365380.0,1365680.0,222326.0
276,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1391170.0,1391390.0,232501.0
